0,56
1,29
1,84
2,3
2,81
3,0
4,64
4,61
5,11
6,84
7,80
8,93
8,44
9,52
10,1
12,40
13,32
14,30
15,22
15,26
16,96
17,60
17,84
18,41
18,14
19,34
19,7
20,81
20,11
21,24
21,10
22,88
23,48
23,28
25,49
26,96
27,25
29,39
31,67
31,44
32,33
34,69
35,71
35,94
36,25
37,25
37,69
38,55
38,71
39,61
41,44
42,44
43,52
45,94
46,40
47,94
47,56
49,77
50,18
51,32
51,53
53,97
54,94
54,49
57,89
57,69
58,75
58,35
59,52
62,78
63,74
65,51
66,86
68,59
68,32
70,31
70,13
72,44
72,34
73,97
73,57
75,15
76,94
78,48
79,73
79,37
80,47
82,17
82,79
83,15
83,85
85,16
86,90
87,24
87,84
89,46
91,24
92,55
92,25
95,44
98,77
98,57
99,90
99,97
