0,33
0,74
1,121
2,40
3,39
4,76
4,49
5,78
6,102
7,135
7,139
8,137
9,38
9,94
10,140
10,12
11,22
11,108
13,86
14,88
14,134
15,134
15,112
16,7
16,49
17,104
17,31
18,97
19,29
19,5
20,106
21,116
22,109
23,28
23,59
24,96
25,91
25,110
26,141
27,90
27,132
28,3
30,131
32,133
34,121
34,22
35,125
36,77
36,93
37,137
37,0
38,12
39,9
40,4
41,126
42,61
43,88
43,123
44,22
44,7
45,5
45,113
46,129
46,52
47,54
48,55
50,30
50,119
51,93
52,47
53,122
55,59
56,93
56,137
57,43
58,108
60,21
60,131
61,21
62,68
63,0
63,24
64,103
65,0
66,2
67,35
67,141
69,20
70,128
70,127
71,51
71,103
72,138
72,54
73,15
73,91
75,133
76,9
77,11
79,71
80,109
81,105
81,11
82,115
82,70
83,110
84,109
85,36
85,89
86,9
87,69
87,103
89,139
90,130
92,126
92,8
95,75
95,73
98,51
98,76
99,88
100,14
101,3
104,68
106,115
107,91
107,117
111,146
112,42
113,16
114,134
118,93
120,32
122,137
123,88
124,83
124,148
128,63
129,48
130,112
136,13
140,118
142,78
143,67
144,80
144,129
145,57
147,143
147,86
149,128
149,90
