0,52
1,52
1,38
2,27
2,41
3,32
4,2
4,20
5,48
6,28
7,45
8,79
8,26
9,64
9,38
10,19
11,78
12,59
12,52
13,3
14,7
15,2
16,15
16,53
17,6
17,49
18,30
18,77
20,16
21,39
22,79
22,39
23,69
23,25
24,10
24,78
28,37
29,19
29,11
30,24
31,61
33,65
34,2
34,36
35,38
40,64
41,18
42,52
42,23
43,22
43,54
44,12
44,5
45,32
46,17
47,53
47,45
48,16
49,0
50,19
51,63
51,30
55,72
55,10
56,30
57,10
58,26
60,6
60,74
62,77
63,74
66,59
66,57
67,16
68,62
68,10
69,67
70,7
71,55
72,40
73,49
73,62
75,44
76,74
76,23
67,38
62,40
18,78
12,30
19,56
41,49
58,52
44,58
8,24
52,65
7,65
43,42
69,26
32,78
21,65
58,46
17,15
1,33
0,46
78,60
66,25
59,70
28,18
30,63
11,2
46,63
35,70
54,32
49,29
57,69
39,53
41,1
55,32
19,53
41,53
79,39
38,48
39,2
43,44
33,75
75,4
12,60
27,30
21,64
35,44
12,31
66,79
65,12
31,62
19,36
22,31
22,50
53,17
28,69
53,48
46,34
6,68
43,40
73,20
71,78
45,55
47,29
27,68
9,54
28,40
24,18
77,0
57,39
68,69
42,33
69,33
49,57
74,59
76,35
13,62
53,42
53,78
13,42
40,23
21,40
78,31
28,32
3,14
61,38
1,77
2,32
68,1
36,26
53,75
44,64
56,48
41,38
11,50
7,16
56,61
60,37
41,31
15,43
63,59
53,12
4,59
37,7
35,32
0,71
77,74
76,47
12,56
56,6
46,28
25,59
4,19
58,65
16,43
70,0
73,75
28,14
43,47
78,41
59,34
13,74
23,47
74,1
79,7
39,60
16,76
36,20
71,69
72,30
4,73
39,20
15,76
10,54
74,79
41,24
29,27
52,53
49,11
50,41
71,59
7,8
36,17
69,24
63,44
71,25
30,41
1,20
11,16
45,27
56,42
