0,163
1,750
1,463
2,78
3,548
3,870
4,752
5,876
6,427
7,837
8,156
9,302
9,898
10,884
10,373
11,301
12,751
12,303
13,686
13,422
14,390
15,151
16,680
16,126
17,873
18,780
19,961
19,797
20,753
21,112
21,187
22,991
23,120
24,866
24,675
25,520
25,214
26,796
27,456
28,907
28,863
29,480
29,734
30,793
30,74
31,702
32,361
33,681
34,409
34,938
35,272
35,665
36,669
36,418
37,757
38,363
39,63
40,133
41,18
41,552
42,288
43,859
43,985
44,840
44,283
45,144
46,640
47,116
47,886
48,533
49,686
49,999
50,437
51,807
52,157
53,761
54,138
54,961
55,876
55,266
56,859
56,368
57,713
58,877
59,159
60,800
60,569
61,242
61,357
62,32
62,699
63,216
64,399
64,872
65,442
65,172
66,217
66,926
67,672
67,216
68,876
68,437
69,48
70,405
71,982
71,894
72,863
73,581
73,537
75,536
76,899
77,872
78,712
79,319
80,938
80,782
81,971
82,694
83,27
84,735
85,409
86,30
86,688
87,122
87,669
88,483
89,680
90,377
90,932
91,473
91,213
92,927
92,187
93,395
93,270
94,920
94,194
95,488
96,461
97,159
97,606
98,861
98,658
99,313
100,624
100,416
101,203
102,758
102,910
103,920
104,886
105,449
105,346
106,303
106,85
107,542
107,578
108,232
109,130
109,58
110,283
111,543
113,115
114,893
114,746
116,465
117,224
117,877
118,866
118,344
119,147
121,156
121,957
123,81
123,82
124,575
125,999
127,392
128,255
129,366
129,865
130,40
131,538
132,439
132,732
134,593
135,605
135,219
136,435
137,782
139,440
139,303
140,532
141,333
141,968
142,122
142,714
143,48
143,467
144,349
145,85
146,522
148,254
148,421
149,586
149,646
150,47
150,349
151,721
152,47
153,26
153,436
154,102
154,659
155,593
155,665
158,243
158,780
160,243
161,899
162,280
164,846
164,395
165,443
166,827
167,492
167,851
168,969
168,779
169,693
170,868
170,594
171,682
173,982
174,429
175,921
175,638
176,587
176,806
177,102
178,482
179,50
179,918
180,456
180,86
181,757
182,478
182,536
183,53
183,704
184,66
185,338
185,953
186,19
186,67
188,753
188,637
189,528
189,213
190,126
191,559
191,94
192,828
193,596
195,924
196,442
197,142
197,810
198,813
198,790
199,40
199,975
200,480
200,404
201,958
201,257
202,997
203,116
204,969
204,114
205,308
205,839
206,698
207,70
208,51
208,193
209,107
210,789
210,375
211,983
212,876
212,886
215,653
218,375
220,89
221,98
221,910
222,391
223,684
225,58
225,202
226,834
226,324
227,505
228,629
229,696
230,368
230,863
231,33
232,666
233,41
234,737
235,525
236,709
236,594
237,619
238,483
239,493
240,703
241,742
241,422
242,261
244,315
245,789
246,357
246,304
247,807
248,310
249,547
250,363
250,53
251,250
251,182
252,543
253,742
255,271
256,796
256,643
258,410
259,779
259,613
260,193
261,498
262,843
262,875
263,816
263,833
264,823
265,123
265,847
267,309
268,749
269,44
270,472
271,784
272,157
273,325
273,118
274,218
275,652
276,857
277,367
278,955
279,759
281,791
281,331
282,582
284,876
284,227
285,205
285,525
286,351
286,884
287,782
287,340
289,211
289,896
290,485
290,514
291,844
291,920
292,887
292,914
293,299
294,635
294,48
295,196
296,402
297,736
297,724
298,656
298,6
299,483
300,278
300,463
301,128
302,780
304,732
305,860
305,31
306,950
307,187
307,697
310,908
311,265
312,721
312,874
313,516
314,723
314,52
316,670
316,118
317,741
317,271
318,142
319,170
320,728
321,630
322,81
323,257
324,754
325,123
326,827
327,782
328,132
329,28
330,216
330,752
331,789
332,562
333,341
334,424
334,900
335,794
336,58
337,502
338,789
339,463
339,11
342,690
343,98
345,785
345,247
347,53
347,577
348,984
350,897
351,677
352,917
353,430
354,565
354,959
355,474
355,764
356,855
356,95
358,688
358,714
359,365
360,420
360,115
361,509
362,346
362,617
364,920
366,320
369,205
370,806
370,737
371,281
371,387
372,830
372,276
374,334
374,132
376,120
376,880
377,800
378,279
379,358
380,831
381,370
381,357
382,714
383,184
383,969
384,475
384,138
385,835
385,22
386,20
387,495
388,727
388,972
389,920
392,329
393,315
393,71
394,564
396,321
397,81
397,45
398,204
400,918
400,76
401,108
401,903
403,267
403,45
404,473
405,661
406,725
406,519
407,113
407,698
408,737
408,422
410,653
411,999
411,607
412,558
413,282
413,377
414,179
415,3
416,49
417,377
418,7
419,243
421,738
423,162
423,260
425,686
425,949
426,738
426,154
427,448
428,176
431,829
431,643
432,278
433,713
433,789
434,278
438,964
439,951
440,508
441,672
443,562
444,730
445,664
446,819
446,190
447,53
447,816
448,141
450,551
450,306
451,322
452,511
453,35
454,876
454,389
455,14
457,591
458,567
458,79
459,323
460,197
460,376
462,214
464,644
464,109
465,614
466,446
466,579
468,404
469,102
470,228
471,278
474,8
476,304
476,64
477,207
479,329
479,14
481,580
481,809
482,307
484,312
485,750
486,76
486,770
487,803
487,974
488,728
489,357
489,554
490,429
490,497
491,61
492,462
494,516
494,810
496,22
497,623
499,979
500,374
501,950
501,534
503,748
504,142
504,92
505,124
506,1
506,884
507,205
507,807
510,315
510,12
512,736
512,401
513,268
515,450
517,628
517,487
518,197
519,205
520,78
521,310
523,434
524,639
524,481
526,65
527,447
529,639
529,268
530,808
531,162
535,363
535,480
539,495
540,446
541,378
542,774
544,726
544,643
545,825
546,646
548,49
549,922
549,793
550,634
552,298
553,704
553,132
554,551
555,0
556,377
556,630
557,334
560,946
561,867
563,24
563,758
564,70
566,767
566,522
568,550
570,530
570,985
571,905
572,805
572,735
573,591
573,53
574,981
574,807
576,894
576,650
577,972
578,609
580,776
581,847
583,959
583,492
584,40
585,283
586,665
588,73
588,813
589,903
590,316
592,20
592,709
595,391
597,662
597,80
598,855
599,201
600,608
601,283
601,832
602,208
603,699
604,846
607,785
608,296
610,319
611,527
612,70
612,917
613,928
615,230
616,393
616,457
617,921
618,153
619,465
620,712
621,268
621,562
622,524
622,12
625,41
625,948
626,738
627,152
627,589
628,38
631,676
631,344
632,323
633,297
634,973
635,33
636,10
637,305
641,28
642,355
642,332
644,473
645,414
645,793
647,991
648,20
649,75
650,889
651,933
654,143
654,874
655,619
655,951
656,44
657,20
660,53
660,881
662,277
663,376
663,60
664,205
666,551
667,877
667,487
668,50
668,985
670,378
671,68
673,179
674,296
674,369
676,720
677,664
678,283
679,203
681,762
683,970
684,809
685,629
685,405
687,553
687,646
689,280
689,565
691,799
692,982
692,267
694,538
695,560
695,517
700,264
701,687
702,826
703,468
705,245
705,665
706,853
707,853
708,636
710,223
710,266
711,919
711,635
715,266
715,201
716,525
716,897
717,94
717,514
718,653
719,565
719,361
720,510
722,181
723,422
724,249
726,218
727,699
729,331
730,898
731,610
731,4
733,893
739,41
740,40
741,948
743,818
744,685
744,391
745,251
747,986
749,550
755,622
755,363
756,747
756,92
759,474
760,206
763,238
763,570
765,170
766,279
767,283
768,718
768,231
769,770
771,676
771,269
772,928
772,653
773,489
775,10
775,847
