0,34
0,2
1,7
1,33
3,12
3,37
4,17
5,33
5,40
6,3
6,38
7,43
8,34
8,13
9,37
10,6
10,40
11,37
11,40
13,33
14,12
14,0
15,39
15,12
16,28
17,39
18,30
18,44
19,43
19,13
20,41
20,8
21,36
21,14
22,11
22,35
23,43
23,32
24,26
24,30
25,12
25,40
27,30
28,20
29,16
29,27
31,42
35,9
36,29
22,17
23,21
4,36
21,10
6,13
38,29
9,27
31,1
36,9
37,12
18,31
42,2
44,8
22,13
0,36
40,28
29,11
6,41
14,36
15,40
30,7
13,17
23,27
17,30
16,40
28,37
3,30
18,24
41,29
13,43
15,26
29,25
19,24
6,33
22,43
2,24
32,29
26,30
32,17
33,39
27,10
29,18
15,5
37,6
20,25
7,11
4,0
32,7
11,41
12,41
31,27
40,9
44,40
36,43
3,22
