0,17
0,25
1,57
1,42
2,76
2,79
3,40
3,65
4,3
4,25
5,82
6,16
6,38
7,15
8,43
9,6
9,71
10,29
11,8
12,49
12,11
13,80
14,41
15,67
18,28
18,44
19,15
20,30
20,62
21,85
22,15
23,27
23,48
24,31
26,51
27,86
30,54
31,11
32,55
32,48
33,11
34,61
34,30
35,56
36,40
36,63
37,1
38,68
39,49
43,42
44,36
45,51
46,10
47,79
50,82
50,89
52,25
53,55
53,52
56,28
57,11
58,31
59,6
59,50
60,71
60,40
61,16
62,58
63,61
64,77
64,65
66,48
67,71
69,32
70,83
70,68
72,29
72,22
73,61
73,55
74,63
74,26
75,35
75,87
77,40
78,53
81,35
83,30
84,13
84,46
85,29
86,5
87,43
88,46
75,27
22,13
2,41
34,51
79,46
43,82
30,21
71,25
43,73
12,27
48,55
81,70
57,35
12,31
60,18
85,52
21,13
29,77
14,72
4,36
4,7
45,53
31,51
15,46
32,3
75,82
66,2
46,0
86,59
61,84
33,17
21,3
55,88
19,38
62,85
84,33
2,80
32,70
56,53
32,38
37,64
43,12
60,45
1,59
9,1
10,86
29,79
20,84
54,87
85,0
51,56
53,9
12,69
84,80
23,84
17,26
49,38
74,86
41,8
50,9
27,33
55,19
1,41
54,65
44,88
37,18
23,78
14,86
57,25
16,31
44,53
17,3
46,6
76,11
17,77
80,53
32,56
89,29
36,15
23,24
49,45
36,74
18,4
41,28
51,6
74,84
34,5
73,26
16,48
30,22
19,85
19,27
37,48
54,81
11,68
18,47
4,77
73,39
51,39
72,38
9,73
3,79
57,77
10,42
39,65
66,38
73,72
73,53
21,8
63,85
15,30
49,54
32,45
0,24
89,40
28,21
51,79
56,10
43,74
18,69
24,89
80,51
64,35
74,45
10,6
52,8
82,51
61,89
47,22
25,89
23,16
27,76
71,17
23,56
77,48
29,63
12,13
67,23
29,47
43,3
69,54
86,69
46,20
4,48
24,63
56,85
67,72
86,36
58,3
65,81
0,66
67,85
3,57
66,28
31,22
55,20
81,53
86,30
55,11
60,62
64,62
62,15
5,2
73,8
64,79
16,15
84,11
81,69
63,21
85,38
