0,29
0,40
1,7
1,44
2,36
3,32
4,32
4,30
5,18
5,13
6,21
7,32
8,10
8,41
9,13
9,1
10,20
11,41
12,17
12,31
14,18
14,19
15,1
16,12
16,15
17,41
22,14
23,43
24,44
24,11
25,46
26,27
28,22
29,18
33,4
34,41
35,20
35,3
37,24
37,9
38,10
38,23
39,10
42,49
42,3
43,44
45,16
45,37
47,2
48,45
48,15
49,13
24,30
31,15
13,43
31,42
8,30
8,26
22,0
2,14
32,48
28,1
33,15
3,46
34,40
6,20
46,6
12,21
14,20
23,5
39,23
14,26
39,18
26,6
42,40
17,34
29,26
12,41
18,0
35,11
14,47
22,27
49,43
9,23
19,8
48,11
23,45
35,25
20,16
6,25
32,28
37,20
33,29
40,49
29,35
13,42
49,34
49,44
17,27
34,35
16,35
1,46
39,25
5,6
38,45
28,37
40,36
0,31
30,34
23,19
48,0
28,19
28,15
35,6
39,15
17,42
31,4
10,15
31,27
11,19
41,48
38,32
21,17
31,9
18,49
10,44
5,3
46,22
15,36
37,13
30,37
35,27
33,10
14,16
3,38
30,10
19,7
48,39
38,40
27,4
21,20
43,4
27,16
35,31
