0,82
0,155
1,173
1,335
2,457
3,82
3,17
4,211
5,287
6,279
7,354
8,285
9,97
10,355
10,227
11,54
11,306
12,82
13,366
14,241
15,267
16,20
18,354
18,154
19,223
20,113
21,433
21,473
22,163
23,68
24,419
25,480
25,292
26,314
27,257
27,499
28,347
29,466
30,494
30,493
31,63
31,265
32,205
32,13
33,275
34,229
34,409
35,418
36,277
37,355
37,228
38,267
39,126
39,422
40,377
41,440
42,232
42,362
43,162
43,36
44,314
45,134
45,120
46,127
47,447
48,182
48,162
49,240
49,73
50,54
50,232
51,376
51,29
52,8
53,405
55,180
55,286
56,170
56,318
57,228
57,293
58,377
59,357
59,167
60,59
61,230
61,361
62,60
63,148
64,32
64,347
65,442
66,2
66,98
67,106
69,479
70,84
70,166
71,37
71,186
72,305
74,224
75,52
75,439
76,462
76,301
77,141
78,177
79,197
80,30
80,10
81,230
81,403
83,359
83,136
84,437
85,63
86,227
86,183
87,290
88,108
88,239
89,404
89,458
90,240
91,443
91,0
92,53
92,224
93,430
93,478
94,74
94,8
95,202
96,59
97,204
99,416
100,98
101,268
102,474
102,234
103,77
104,407
105,401
105,129
106,391
107,55
108,355
109,28
110,393
111,5
112,394
113,121
114,363
114,466
115,159
116,27
116,86
117,492
117,185
118,26
119,456
119,63
120,343
122,358
123,6
123,353
124,449
125,145
125,309
127,231
128,94
129,197
130,296
131,499
132,453
132,429
133,81
134,475
135,424
135,56
137,118
138,204
139,28
139,190
140,45
140,259
142,467
143,39
144,118
146,265
147,274
147,248
149,446
150,157
150,317
151,354
151,248
152,343
152,284
153,8
153,421
156,310
156,121
158,143
158,439
160,417
161,454
164,447
165,231
165,190
166,314
168,361
168,472
169,451
171,293
172,246
172,115
173,30
174,61
174,183
175,457
175,427
176,335
177,47
178,356
179,495
181,282
184,4
186,252
187,2
187,388
188,420
188,9
189,14
191,318
191,470
192,273
192,340
193,334
193,441
194,357
194,478
195,103
196,131
196,334
198,266
199,87
200,498
201,267
201,144
202,453
203,407
206,499
207,177
208,192
208,316
209,487
209,488
210,458
212,52
213,82
214,492
214,466
215,199
216,456
217,349
217,406
218,468
218,380
219,461
220,201
221,367
221,475
222,70
223,410
225,486
226,313
226,331
229,154
233,46
233,331
234,55
235,184
235,351
236,220
237,258
238,329
242,388
242,258
243,248
243,86
244,463
245,225
245,121
247,182
247,345
249,156
249,357
250,83
251,396
251,159
253,202
254,451
254,118
255,449
256,245
256,135
259,290
260,240
261,441
261,481
262,233
263,139
263,53
264,261
266,167
268,163
269,210
269,60
270,77
270,312
271,28
272,179
272,196
273,218
274,166
276,99
278,184
278,434
280,179
281,230
281,264
282,5
283,416
284,437
287,323
288,244
289,257
289,443
291,77
292,299
294,116
294,94
295,246
297,308
297,122
298,43
300,401
302,241
302,462
303,416
303,140
304,238
304,115
306,292
307,141
308,5
311,45
311,177
312,256
315,498
315,226
316,318
319,276
320,171
321,65
321,216
322,252
322,42
323,192
324,375
325,202
325,14
326,96
326,329
327,6
328,338
330,156
330,295
332,208
332,74
333,381
336,108
336,472
337,213
337,374
339,309
341,173
342,186
344,76
346,381
348,35
348,37
350,34
350,154
352,75
352,495
353,425
359,372
360,156
362,193
364,153
365,57
365,340
367,289
368,324
368,210
369,338
369,215
370,278
370,173
371,272
371,491
373,103
373,425
374,142
376,52
378,173
379,495
379,129
380,143
382,6
383,20
384,317
385,331
385,225
386,321
386,353
387,102
387,404
389,42
390,343
390,174
391,195
392,428
392,460
395,306
395,162
396,132
397,358
398,277
399,95
400,462
402,146
405,487
408,418
410,214
411,417
412,8
413,44
414,16
414,469
415,189
415,388
420,376
421,279
423,6
423,387
424,151
426,106
427,216
429,195
431,58
432,372
432,341
433,109
434,59
435,129
435,342
436,316
436,452
438,158
440,204
444,258
444,197
445,30
445,133
446,31
448,441
448,483
450,306
450,267
452,95
455,208
455,139
459,369
459,23
460,193
461,335
464,233
465,188
467,333
469,252
470,261
471,300
471,118
474,105
476,296
476,374
477,183
479,189
480,67
481,239
482,276
482,2
483,41
484,196
484,359
485,267
486,238
488,435
489,216
490,137
491,258
493,149
496,440
497,380
497,357
