0,97
0,17
1,95
2,5
3,94
4,108
4,95
6,123
6,95
7,1
7,112
8,32
8,5
9,61
9,18
10,142
11,32
12,50
13,26
14,29
15,4
16,44
18,22
19,1
20,138
20,18
21,46
21,123
23,135
23,99
24,63
24,119
25,86
26,121
27,19
27,43
28,32
28,104
29,147
30,80
30,94
31,9
31,106
33,21
34,148
35,63
36,120
37,139
37,61
38,12
38,19
39,102
39,84
40,13
40,43
41,75
42,110
42,75
45,3
47,103
47,40
48,81
49,143
49,35
51,13
51,133
52,136
52,24
53,60
54,142
55,111
56,84
56,72
57,34
58,62
58,133
59,61
59,86
60,3
62,93
64,133
65,44
65,96
66,128
67,127
68,95
68,49
69,23
69,104
70,10
70,60
71,127
72,18
73,0
73,78
74,68
76,35
76,78
77,63
77,126
79,120
79,102
81,133
82,79
82,93
83,15
83,28
85,5
85,10
87,57
88,69
88,81
89,111
90,53
90,87
91,3
91,47
92,25
96,15
97,20
98,148
98,97
100,72
101,4
101,125
105,67
105,100
107,46
107,96
108,62
109,26
112,88
113,53
113,52
114,62
115,131
116,146
117,77
117,51
118,0
118,110
121,120
122,89
122,100
124,143
126,54
128,100
129,80
129,143
130,66
130,138
132,89
132,133
134,94
136,101
137,116
137,119
139,123
140,145
140,27
141,23
144,70
144,100
145,89
147,28
149,127
